ID,TITLE,LLM_CATEGORY
1867,Kapolri Tutup Kasus Pembunuhan Vina,politics
1868,Lingkaran Merah di Tabung LPG Jadi Hitam Tanda Kondisi Bahaya,others
1869,DBD Sembuh Hanya Dengan Minum Jus Daun Pepaya Mentah,others
1870,Pep Guardiola Mengabaikan Seorang Perwakilan Israel,others
1871,Undian Berhadiah Livin’ Mandiri,scam
1872,Gebyar Undian Bank Maluku Malut,scam
1873,Paket COD di Yogyakarta dari Sindikat Narkoba China,others
1874,Pinjaman Khusus TKW dari Bank Indonesia,scam
1875,Berita “Presiden Cina Xi Jinping Tetapkan Hari Kematian Fat Cat Jadi Hari Lelaki Setia Sedunia”,others
1876,"Bareksa Gebyar Rewards, Jalankan Tugas Mendapatkan Komisi dari Merchant Bareksa di Grup WhatsApp",scam
1854,Pengajuan KUR BNI Tanpa Jaminan  Hanya Menghubungi Nomor WA di Bio Tiktok,scam
1855,Boy William Rekomendasikan Salah Satu Aplikasi Judi Online,scam
1856,"Merokok Mencegah Parkinson, Jantung, Asma, TBC, dan Obesitas",others
1857,Video “Linda Ditangkap Bawa Rekam Jejak Kasus Vina Cirebon”,others
1858,"Starbucks yang Diboikot karena Dukung Israel Menjual Cangkir Motif Semangka, Simbol Solidaritas Palestina",politics
1859,Video Kucing Selamat dari Serangan Zionis di Dalam Lemari,others
1860,"Video “Selasa 11 Juni 2024, Tangkuban Perahu Erupsi”",others
1845,“Jadi odgj karena kecanduan game onlen”,others
1846,Poster Lowongan Pekerjaan Pertamina Juni 2024,scam
1847,Pemadaman Listrik di Lampung akan Dilakukan Selama 8 Hari,others
1848,Ibu Melahirkan Dikenai Pajak 12%,politics
1849,Pendukung Perjuangan Palestina Ditangkap Dan Dipukuli di Stadion Spanyol,politics
1850,PDIP Sudah Resmi Capai Kesepakatan Usung Anies di Pilgub DKI,politics
1851,Pengusaha Raymond Chin Mempromosikan sebuah Situs Judi Online,scam
1852,Raffi Ahmad Bahas Situs Judi yang Menyelamatkannya dari Kebangkrutan,scam
1853,𝐏𝐫𝐨𝐠𝐫𝐚𝐦 Happy Anniversary 58 Th 𝐁𝐏𝐃 BANK PAPUA,scam
1837,Erick Thohir dan DPR Bongkar Kasus Jokowi,politics
1838,Sri Mulyani Prediksi Prabowo Ambruk di Tengah Jalan Menjabat Presiden,politics
1839,  Rumah ketua KPK Hasyim Ashari ambruk,politics
1840,Video pernikahan sesama jenis di Wonosobo,others
1841,Palestina Resmi Menjadi Anggota PBB Pada Bulan Mei,politics
1842,SANDRA DEWI RESMI JADI TERSANGKA KASUS PENAMBANGAN TIMAH ILEGAL,others
1843,HASTO KRISTIYANTO DISERET KE PENJARA AKIBAT MELAWAN JOKOWI,politics
1844,MENTERI PUPR BASUKI HADIMULJONO RESMI MUNDUR DARI KABINET,politics
1836,“Tangkuban Parahu baru saja erupsi”,others
1815,Surat Undangan Rakerkesnas Mengatasnamakan RSCM,scam
1816,Pesan WhatsApp Kapolres Gorontalo Kota Ade Permana Menawarkan Kendaraan,scam
1817,Pesan WhatsApp Tarif Transfer Bank Syariah Indonesia Menjadi 150 Ribu Per Bulan,scam
1818,Presiden FIFA Coret Guinea dari Olimpiade 2024,others
1819,Jhon LBF Berbagi Uang dengan Games Susun Kata,scam
1820,"Nadiem Makarim Langsung Diseret ke KPK oleh Anggota DPR, Anita Jacoba",politics
1821,Soimah Berbagi Uang 35 Juta dalam Rangka Idul Adha,scam
1822,Najwa Shihab dan Susi Pudjiastuti Jadi Brand Ambassador Produk AC Mini,scam
1823,Undian Bank BJB Syariah Khusus Nasabah yang Sudah Mengaktifkan Layanan Mobile Maslahah,scam
1824,Video Kapolri Berikan Perintah untuk Menutup Kasus Vina Cirebon,politics
1825,Hotman Paris Bantu Lunasi Hutang di Facebook,scam
1826,Ketua KPU Hasyim Asy’ari Resmi Jadi Tersangka Pelecehan Seksual,politics
1827,Gebyar Undian Berhadiah untuk Nasabah Maybank,scam
1828,Karni Ilyas Promosikan Obat Nyeri Sendi,scam
1829,Program Panen Hadiah Untuk Nasabah Bank Syariah Indonesia,scam
1830,Anies Anut 5 Agama,politics
1831,Merokok Dapat Memperpanjang Umur,others
1832,Video Demo Besar-Besaran di Cirebon Aksi Bela Pegi,others
1833,Merokok Bisa Menyembuhkan Covid-19,others
1834,Rokok Rempah Menawarkan Alternatif Sehat bagi Penggemar Rokok,others
1835,Pajak bagi Ibu Melahirkan,politics
1800,: Tol Semarang – Demak akan dijual ke Cina,politics
1801,: Pengusiran WNA Tiongkok dari Pekanbaru,politics
1802,Artis India Shah Rukh Khan Meninggal Dunia,others
1803,MPR Gelar Sidang Istimewa Lengserkan Jokowi,politics
1804,Indra Sjafri Dipecat PSSI,others
1805,Akun WhatsApp Wabup Asahan Taufik Zainal Abidin,scam
1806,Pesan WhatsApp Wali Kota Dumai Membagikan Donasi,scam
1807,Akun Facebook Bupati Pesawaran,scam
1808,Surat Undangan Penetapan Calon Penerima Bantuan Dana Hibah Oleh Kemendes PDTT,scam
1809,Gambar Gurita Raksasa di Bali,others
1810,Surat Hasil Rapat Mengatasnamakan Bappenas,scam
1811,Bukti Rekaman CCTV Linda Terlibat Kasus Pembunuhan Vina,others
1812,Kedatangan Transmigran dari Pulau Jawa ke Provinsi Aceh,others
1813,Festival Berhadiah BRI,scam
1814,Swedia Gelar Kompetisi Seks sebagai Cabang Olahraga,others
1782,"Ivan Gunawan Berbagi Uang Melalui BRI, BNI, dan BCA",scam
1783,Akun Tiktok @jokowi83516 Berisi Konten Giveaway,scam
1784,DPR Menemukan Uang 600T di Istana Negara,politics
1785,Grand Prize M-Banking Bank Lampung,scam
1786,Presiden Jokowi Dilengserkan 13 Juni 2024,politics
1787,Undian untuk Nasabah Bank Sulselbar Mobile,scam
1788,Foto Terowongan Penghubung Rafah-Mesir yang Ditemukan oleh Tentara Israel,politics
1789,Demo Meminta Keadilan Atas Pembunuhan di Cirebon,others
1790,Perundungan Ustadz Saat Sedang Pengajian,others
1791,"Kecam Kekejaman Zionis Israel, Ronaldo Bentangkan Bendera Palestina",politics
1792,Prabowo Membagikan Hadiah Bantuan 70 Juta,scam
1793,"Bank Sumut Mengadakan Undian Berhadiah Puluhan Mobil, Motor, dan Barang Elektronik",scam
1794,Menghindari Stroke Akibat Penyumbatan Pembuluh Darah dengan Menekan Jari Tengah Selama satu Menit,others
1795,Video “Emas Hitam Keluar dari Tanah Ketika Penggalian Tanah untuk Proyek Tol di Jawa Timur”,others
1796,Video Demo 1 Juni 2024 untuk Bela Pegi dan Keadilan Kasus Vina,others
1797,Undian Berhadiah Mengatasnamakan Bank BPD Nagari,scam
1798,Iptu Rudiana Ditetapkan Tersangka Kasus Pembunuhan Vina,others
1799,Pisang Asal Somalia Mengandung Cacing Helicobacter,others
1767,Anggota TNI Dibakar OPM Bersama Dengan Mobilnya,politics
1768,Gebyar Undian Berhadiah Khusus Pengguna BSI Mobile Banking,scam
1769,Prabowo Gagal Dilantik dan Digantikan Gibran,politics
1770,Astronot NASA Mendengar Adzan di Luar Angkasa,others
1771,Uang Baru Redenominasi 2024,politics
1772,Akun Tiktok Mengatasnamakan Chairul Tanjung @chairultanjung11,scam
1773,Eko Patrio Giveaway 45 Juta Rupiah,scam
1774,“Perundungan Ustads yang sedang pengajian Bantu sebarkan tangkap PKI”,politics
1775,Video Demo Salah Tangkap Pegi Setiawan di Kota Cirebon,others
1776,Pertolongan Pertama Serangan Jantung dengan Menepuk Lengan Tengah,others
1777,"Dulu Dana Haji Dipakai Infrastruktur, Sekarang Menteri Agama Minta Dana Haji Dipakai untuk IKN",politics
1778,Video Gunung Aktif Anak Krakatau yang Sedang Erupsi,others
1779,Situs Judi Online Rekomendasi dari Kylian Mbappe,others
1780,Gebyar Undian Berhadiah dari Bank Papua,scam
1781,Seruan WHO agar Pemerintah Larang Pertanian Demi Selamatkan Bumi,politics
1764,UNDIAN BERHADIAH UNTUK NASABAH MAYBANK,scam
1765,Cara untuk Hemat Gas LPG dengan Mengelem Seal,others
1766,PSSI Putuskan Timnas Tidak Akan Ikut Piala AFF,others
1752,Video Pemberian Bantuan dari China Menggunakan Parasut dari Udara,others
1753,RUMAH MEWAH KETUA MK SUHARTOYO ROBOH,politics
1754,Surat Persetujuan Perubahan Biaya Admin Transfer Antar Bank dari Bank BNI Menjadi Rp150.000 per-Bulan,scam
1755,Foto Para Pekerja Mesir Membangun Piramida Tahun 2549 SM,others
1756,Kompas TV Tayangkan Investigasi Situs Judi Slot Online A200M,others
1757,Starbucks Ganti Brand Demi Hindari Boikot Produk Israel,politics
1758,Kabupaten Pangandaran Hancur Lebur Akibat Gempa Bumi,others
1759,Tautan DANA Kaget yang Diklaim Dapat Memberikan Uang,scam
1760,“LASKAR DIPONEGORO JATENG DAN DIY MENUJU CIREBON CIANJUR BEBASKAN PEGI KULI BANGUNAN”,others
1761,Gebyar Undian Brimo Festival,scam
1762,Gebyar Undian Mengatasnamakan Bank Lampung,scam
1763,Program Berhadiah Bank SulutGo 2024,scam
1751,Akun Give Away Willie Salim,scam
1729,“Akun Facebook Willie Salim berbagi uang”,scam
1730,WNA Meksiko Tembak Polisi di Bali Karena Dimintai Uang,others
1731,Gelombang Setinggi 17 Meter Hantam Perairan ini,others
1732,Jusuf Hamka Bagikan Uang 52 Juta Dengan Tebak Nama Hari,scam
1733,Jokowi Bangun IKN untuk Rakyat Tiongkok,politics
1734,“Akun Facebook Devina Skincare berbagi uang”,scam
1735,APK Voice Note di WhatsApp,scam
1736,“Jusuf Hamka berbagi uang di Facebook”,scam
1737,Ribuan Orang Tewas Akibat Erupsi Gunung Semeru pada 6 Juni 2024,others
1738,Shin Tae Yong Gabung Timnas Malaysia,others
1739,Bisnis Sandra Dewi Bangkrut Usai Harvey Moeis Ditetapkan Sebagai Tersangka Korupsi Timah,others
1740,"INGIN MENONAKTIFKAN KEPESERTAAN, PESERTA MENINGGAL DUNIA HARUS DATANG LANGSUNG KE KANTOR CABANG BPJS KESEHATAN",others
1741,CHELSEA OLIVIA MENINGGAL DUNIA,others
1742,HURUF “Y” AKAN DIHAPUS DARI SUSUNAN ALFABET,others
1743,Panggilan Telepon WhatsApp Mengatasnamakan Pj Wali Kota Bogor,scam
1744,Akun Facebook Bupati Dharmasraya,scam
1745,“Putin berkunjung ke Israel”,politics
1746,“Resmi! PSSI Putuskan Piala AFF Tidak Masuk Lagi Kalender Timnas Indonesia”,others
1747,"Pegi Setiawan Dilepaskan Kembali, Polisi Akui Salah Tangkap",others
1748,Pajak 12% Dikenakan pada Biaya Persalinan,others
1749,Lowongan Pekerjaan PT Nuartha Global Indonesia (Nuartha Tours & Travel),scam
1750,Penangkapan Triceratops Oleh Aparat,others
1710,Mahfud MD dan DPR Bongkar Kebusukan Hakim MK Pilpres 2024,politics
1711,"INDONESIA AKAN BERIKAN UPETI SEBESAR 226,9 MILIAR SELAMA 130 TAHUN KEPADA CINA, MELALUI HASIL TAMBANG",politics
1712,PRESIDEN JOKOWI DAN KAPOLRI COPOT POLDA JABAR AKIBAT BATALKAN SIDANG PEGI,politics
1713,NAJWA SHIHAB BONGKAR SEMUA BOROK JOKOWI,politics
1714,Bendera Indonesia Ada Pada Jersey Timnas Belanda,others
1715,Pisang Somalia Mengandung Cacing Berbahaya,others
1716,Tautan Undian Tabungan Berhadiah Bank Nagari,scam
1717,“anak yatim Gaza tiba di Indonesia akan mendapatkan orang tua angkat di Indonesia”,others
1718,Pipa Rokok Baik untuk Terapi Kesehatan,others
1719,Merokok tidak Mengakibatkan Kecanduan,others
1720,Video Yaman dan Irak Berhasil Targetkan Dua Kapal Israel yang Membawa Peralatan Militer,others
1721,“BRI Festival Idul Adha 2024”,scam
1722,Artikel DetikEdu: “Huruf Y Akan Dihapus dari Alfabet”,others
1723,Video Pemakaman Polisi Korban Pembakaran,others
1724,Video “Jalan Tol IKN”,others
1725,Video 1 Juni Demo Kasus Cirebon,others
1726,Video Proses Evakuasi 1000 Warga Palestina ke Indonesia,others
1727,"Jokowi Ternyata Sudah Pakai Rp.38,5 Triliun Dana Haji",politics
1728,Penjelasan Sri Mulyani Mengenai Utang Negara dalam Sidang MK Sengketa Pilpres,politics
1700,"Presiden Ceko, Chechnya Ramzan Kadirov Meminta Maaf kepada Arab Saudi Karena Mencela Manhaj Salaf",others
1701,Sri Sultan Hamengkubuwono Bilang Bahwa Cina dan Keturunannya Tidak Pantas jadi Pemimpin di Bumi Nusantara.,politics
1702,Najwa Shihab Selamatkan Pegi Setiawan atas Kasus Pembunuhan Vina Cirebon,others
1703,Prabowo Tercengang Usai Megawati Hangestri Cetak Skor di Korea Selatan,others
1704,AKUN FACEBOOK MENJUAL APPLE WATCH,scam
1705,DOKUMEN UNDANGAN MELALUI WHATSAPP,scam
1706,TAUTAN PENDAFTARAN PENERIMA BANSOS 2024,scam
1707,GRUP WHATSAPP MENGATASNAMAKAN SIMINVEST/SINARMAS SEKURITAS,scam
1708,FOTO SHAH RUKH KHAN SEKARAT,others
1709,“Pengundian Panen Hadiah Simpedes Tahun 2024”,scam
1682,Biaya Transaksi Antar Bank dari Bank BSI Menjadi Rp150.000 per-Bulan,others
1683,Raffi Ahmad Bagikan Uang Puluhan Juta Rupiah,scam
1684,Ma’ruf Amin Membongkar Kelakuan Anggota DPR,politics
1685,Detik-detik Bulan Ditabrak oleh Asteroid,others
1686,Raffi Ahmad Berbagi Uang Hanya dengan Menghubungi Nomor WhatsApp di Bio Profil Instagram,scam
1687,Ustadz Solmed Iklankan Judi Online dan Seret Nama Felix Siauw,scam
1688,PBB Akhirnya Terima Palestina Menjadi Anggota Resmi,politics
1689,Akun Tiktok Ivan Gunawan @ivan_gunawan_oficial Berisi Banyak Konten Giveaway,scam
1690,Presiden Jokowi dan Keluarga Akan Dipenjara Setelah Tidak Menjabat,politics
1691,Gebyar Undian Pengguna Aplikasi Bank Kaltimtara,scam
1692,Maia Estianty Menjadi Brand Ambassador Produk AC Mini Jepang,others
1693,Sule Buka Situs Judi Online Legal,scam
1694,Video Giveaway Raffi Ahmad di Akun Facebook “Raffi Nagita”,scam
1695,Jhon LBF Berbagi Uang dengan Games Susun Kata,scam
1696,Anies Diseret ke KPK oleh Jokowi karena Tolak Kaesang,politics
1697,Ustadz Koh Dennis Mengiklankan Situs Judi,scam
1698,PEMERINTAH AKHIRNYA AKUI DANA TAPERA AKAN DIPINJAM UNTUK MENUTUP DEFISIT APBN,politics
1699,PESAN PENAWARAN PEKERJAAN MENJADI MITRA YANG MENGATASNAMAKAN TIKTOK,scam
1638,Foto “Lumba-lumba Merah Muda Langka Terlihat di Pantai Carolina Utara”,others
1639,“Asap Pesawat Itu Senjata Biologi”,others
1640,Lowongan Pekerjaan Djarum Group,scam
1641,Video “Makam Rasulullah Dibuka dan Kita Bisa Melihat dari Dekat”,others
1642,Megawati Hangestri Presentasikan Proyek Edukasi Nusantara di Istana Presiden,others
1643,Najwa Shihab Mengajak Menggunakan Medsos Untuk Berisik,others
1644,PENDIRI GOOGLE NYATAKAN SIAP HENTIKAN PRODUKNYA BEROPERASI DI INDONESIA APABILA TERJADI BOIKOT,others
1645,PENDIRI ANDROID NYATAKAN SIAP HENTIKAN PRODUKNYA BEROPERASI DI INDONESIA APABILA TERJADI BOIKOT,others
1646,Video Kapal Pesiar Tenggelam di Laut Utara,others
1647,Video Helikopter yang Membawa Orang Kaya ke Mina,others
1648,Ilmuwan Indonesia Berhasil Merekam Suara dan Bahasa yang digunakan Semut,others
1649,Raffi Ahmad Bagikan hadiah Rp50 Juta dalam Permainan Susun Kata,scam
1650,"Presiden Jokowi tegaskan bila kasus Vina tidak terpecahkan,, akan memecat polri cirebon!!",politics
1651,Waiting For The Call: Lagu Michael Jackson Tentang Ibadah Haji,others
1652,Taylor Swift Meminta Bantuan Dana,scam
1653,Lowongan Freelance Like dan Subscribe Youtube,scam
1654,Marselino Tidak Akan Main Round 3 Piala Dunia Karena Ada Pemain Naturalisasi yang Menggantikan,others
1655,Foto Ribuan Jemaah Haji Meninggal Tahun 2024,others
1656,Formulir Pendaftaran Hujan Rezeki BSI,scam
1657,Jerman Larang dan Denda Supporter Memakai Jersey Palsu,others
1658,Garam Dapur Mengandung Serpihan Kaca,others
1659,Lumba Lumba Merah Muda Ditemukan Terdampar di Papua,others
1660,Warga Berhamburan Akibat Letusan Semeru 24 Juni 2024,others
1661,Akun Facebook Bupati Indramayu Nina Agustina Menawarkan Bantuan,scam
1662,: Pengibaran bendera GAM usai MK menangkan Prabowo,politics
1663,Menkes disebut ancam tenaga medis karena protes,politics
1664,100 PULAU AKAN DIJUAL,politics
1665,Baim Wong Giveaway Motor dan Uang 10 Juta,scam
1666,"Pelaku Pembunuhan Vina adalah Jenderal Bintang 3, Presiden dan Kapolri Tetapkan 4 Polisi sebagai Tersangka",politics
1667,Video “Detik-detik Rumah Baru Suhartoyo Ketua MK Ambrol Masuk Jurang”,politics
1668,Video Bukti Anak Sakit Kulit Akibat Vaksin Covid-19 Sembuh dengan Detoksifikasi,others
1669,AKUN WHATSAPP SEKDA MAGETAN “0896-0687-2400”,scam
1670,SURAT REKRUTMEN KERJA OLEH MAYAPADA HOSPITAL JUNI 2024,scam
1671,Akun Facebook “𝐼𝑣𝑎𝑛 𝐺𝑢𝑛𝑎𝑤𝑎𝑛 𝑅𝑒𝑎𝑙” Berbagi 50 Juta untuk Follower,scam
1672,PJ BUPATI LAMPUNG BARAT BAGIKAN DONASI UNTUK MASJID MELALUI WHATSAPP,scam
1673,PEMERINTAH AKAN BLOKIR X DAN MENGGANTI DENGAN APLIKASI BARU BERNAMA ELA ELO,politics
1674,Raffi Ahmad Bangun Situs Judi Demi Perluas Bisnis,others
1675,METRO TV BERITAKAN ORESIDEN JOKOWI DIBERI GELAR AMIRUL KAZZAB OLEH KERAJAAN ARAB SAUDI,politics
1676,Ketua Umum PSSI Erick Thohir Usir Shin Tae Yong,others
1677,PROGRAM TIKTOK INTERNASIONAL MELALUI GRUP WHATSAPP,scam
1678,WHO Berlakukan Denda 500 Juta Untuk Penggunaan Pengobatan Alternatif,politics
1679,Jokowi Promosikan Sprei UMKM,politics
1680,Memijat Kaki Bisa Sembuhkan Sakit Gigi,others
1681,"Rokok Herbal Dapat Menjaga Kesehatan, Menyembuhkan Penyakit, Melegakan Pernafasan, Menjaga Stabilitas Organ Tubuh Serta Manfaat Positif Lainnya",others
1636,"Foto “Neymar, Messi dan Cristiano Ronaldo memegang piala dengan nama Nabi Muhammad SAW”",others
1637,"Foto “Orang Memancing di Pantai Miami, Florida, Amerika Serikat”",others
1626,Foto “Pemain Kriket Membentuk Lafadz Allah SWT”,others
1627,“Mengungkap Gambar Hasil Rekayasa AI: Tips dan Tools”,others
1628,Akun Tiruan Facebook Pj Bupati Tanggamus Mulyadi Irsan,scam
1629,Lowongan kerja di PT Badak LNG,scam
1630,Lowongan Kerja Puskesmas Blora,scam
1631,Akun WhatsApp Wabup Pelalawan Nasarudin,scam
1632,Surat Undangan Permohonan Bantuan Oleh Pemkot Kendari,scam
1633,Pembagian Donasi oleh Wali Kota Cilegon Melalui WhatsApp,scam
1634,Akun WhatsApp Pj Sekda Kampar Ahmad Yuzar,scam
1635,“Akun Facebook Mr.Terimakasih berbagi hadiah”,scam
1622,Vape Merupakan Solusi Terbaik untuk Berhenti Merokok,others
1623,Vape Lebih Aman daripada Rokok Konvensional,others
1624,Rokok Elektronik Minim Risiko Karena Tidak Mengandung Tar,others
1625,Merokok menjadi Budaya Masyarakat Mentawai,others
1619,“Program Festival 2024 Bagi Semua Nasabah Bank BRI yang Sudah Menggunakan Mobile Banking (BRImo)”,scam
1620,: Pelaku Judi Online akan mendapatkan bansos,politics
1621,: TKA Cina didatangkan untuk dijadikan operator Kereta Cepat,politics
1611,PENYANYI ARLIDA PUTRI MENINGGAL DUNIA,others
1612,Akun Facebook Jhon Lbf Official Bagi Hadiah Motor kepada Follower,scam
1613,Video “Detik-detik Tentara Kena Baling-baling Pesawat yang Akan Parkir”,others
1614,Video Anies Baswedan Memutuskan Menjadi Gamers Setelah Kalah Pilpres,politics
1615,"Video “Heboh, Ditemukan Paus Biru Terdampar di Pantai”",others
1616,Video “Satelit China Menunjukkan Serangan Rudal Houthi atas Eisenhower”,politics
1617,"Video Kapal AS, Israel, dan Sekutu Eropa Diserang Houthi",politics
1618,Pijat Kaki dan Tekan Beberapa Titik Telapak Kaki dengan Batu Sembuhkan Kolesterol,others
1610,“kebocoran PDN diduga kuat berasal dari orang dalam sejak 11 Oktober 2022”,politics
1609,“jokowi jadi cemoohan dunia internasional” (Koran Independent Observer),politics
1606,Undian untuk Nasabah M-Banking Bank Sulteng,scam
1607,Yamaha Buka Giveaway Motor Aerox dan Uang 20 Juta dengan Games Tangkap Gambar,scam
1608,Undian Bank NTB Syariah Dalam Rangka HUT ke 60,scam
1601,Nila Moeloek Eks Menteri Kesehatan Promosikan Obat Nyeri Sendi,scam
1602,Promo Undian Bank BPD Nagari,scam
1603,Banjir Tenggelamkan Jakarta pada 2 Juli 2024,others
1604,JOKOWI RESMIKAN TNI BANTU KAPOLRI BONGKAR KASUS VINA DAN BANDAR SABU,politics
1605,"RESMI TERSANGKA, PEGI SETIAWAN DIEKSEKUSI MATI",others
1593,Undian Berhadiah Nasabah BRIMO,scam
1594,Foto Kendaraan PT. Gunung Selatan dibakar oleh OPM di Papua,others
1595,Jokowi Bagikan Speaker Bluetooth di Akhir Masa Jabatan,politics
1596,Video Anies Akan Jadi Gamer Setelah Kekalahannya Dalam Pilpres,politics
1597,Undian Berhadiah Bank Jatim,scam
1598,Gambar Demo Kebebasan Pegi Setiawan pada 1 Juni di Cirebon,others
1599,PARA DOSEN LAWAN PENGUASA DENGAN AKSI MOGOK MENGAJAR,politics
1600,GIBRAN GELAR FESTIVAL MAKANAN NON HALAL DI SOLO,politics
1588,JOKOWI SELEWENGKAN DANA PENDIDIKAN 665T,politics
1589,Temuan Arkeologi Tentang Tengkorak Manusia Zaman Purba,others
1590,Perubahan Biaya Transaksi Bank BCA,others
1591,  Video Makam Nabi Adam Sepanjang 30 Meter,others
1592,Video Polisi Jawa Barat marah terkait rekonstruksi ulang kasus Vina Cirebon,others
1582,"GARA-GARA PEGI, KAPOLDA JABAR JADI TERANCAM",others
1583,: Pandemic Treaty mengancam keselamatan masyarakat,politics
1584,Cara Mencegah Pemblokiran Facebook,others
1585,Campuran Kuning Telur dan Gula Aren dapat Sembuhkan Sesak Napas pada Balita,others
1586,Alfamart dan Indomaret Mengirimkan Bantuan Makanan Kepada Pasukan Israel,politics
1587,“Akun Facebook MyPertamina Barcode Resmi”,scam
1580,Pesan WhatsApp Video Narkoba Dicampur Kedalam Tepung Gorengan,others
1581,Akun WhatsApp PJ Sekda Kab Bandung Barat,scam
1573,MUI Mengeluarkan Fatwa Mengenai 125 Daftar Produk Pro Israel,politics
1574,KPK DARURAT JUDI ONLINE HINGGA BKKBN WAJIBKAN ANAK PEREMPUAN,politics
1575,Tempo Beritakan Agenda Partai Komunis China Kuasai Indonesia,politics
1576,Tanggal Kedaluwarsa di Tabung Elpiji 3 Kilogram,others
1577,TERKUAK BUKTI KPU HOBI FOYA-FOYA DAN MAKAN UANG NEGARA,politics
1578,Ketua KPU Hasyim Asyari Promosikan Obat Nyeri,scam
1579,Undian Gong Bali Dwipa Bank BPD Bali Periode 2024,scam
1550,Menlu Amerika Klaim Kominfo Indonesia Bodoh,politics
1551,Pertandingan Indonesia vs Portugal 1 – 0,others
1552,Perayaan Pemilu Perancis Dipenuhi Bendera Palestina,politics
1553,Penemuan Biksu Berusia 300 Tahun di Pegunungan Nepal,others
1554,"Prabowo Bagi Bagi Uang Dengan Pengguna Bank BRI, BCA, BSI, Mandiri dan Dana",scam
1555,Pertandingan Indonesia (4) vs (3) Belanda,others
1556,Video “Anjing Laut Berkepala Harimau”,others
1557,Fenomena Aphelion Sebabkan Suhu Bumi Mendingin,others
1558,Ekor Ikan Tongkol Sebabkan Keracunan,others
1559,Seluruh Kota Jakarta Selatan Terendam Banjir pada 3 Juli 2024,others
1560,Link Undian Mengatasnamakan BRI,scam
1561,JOKOWI OBRAL IKN 190 TAHUN UNTUK ASING,politics
1562,MENAG TERSERET KORUPSI GRATIFIKASI HAJI,politics
1563,Pesan WhatsApp Sekda Kota Malang Erik Setyo Santoso Menawarkan Donasi,scam
1564,Surat Undangan Sosialisasi Mengatasnamakan Pj Bupati Minahasa Tenggara,scam
1565,Akun Facebook Fauzankhoiri Denin Pj Bupati Empat Lawang,scam
1566,AKUN PJ GUBERNUR SUMUT AGUS FATONI,scam
1567,Ruas Jalan Dodop-Motongkad Longsor 11 Juli 2024,others
1568,"Tim RANS Entertainment Bagi Hadiah Rp50 Juta, Syaratnya Tebak Susun Kata",scam
1569,"Bersihkan Gigi Kuning dan Karang Gigi dengan Pasta Gigi Dicampur Kopi, Garam, dan Jeruk Nipis",others
1570,“Fenomena Aphelion Akan Menyebabkan Suhu Bumi Lebih Dingin Hingga Agustus”,others
1571,Larutan Tepung Sagu Bisa Atasi Penyakit Asam Lambung,others
1572,“CNN News Mempromosikan Situs Judi Online”,scam
1537,Undian Berhadiah Mengatasnamakan BTN,scam
1538,Najwa Shihab dan Dokter Isman Firdaus Promosikan Metode Menetralisir Hipertensi,scam
1539,: Hasil Survei Guru Besar IPB Anies Menang di Pemilihan Presiden 30 Provinsi,politics
1540,Tsunami Akan Terjang Gorontalo Juli 2024,others
1541,FIFA Resmi Bekukan Sepak Bola Malaysia,others
1542,Prabowo Tidak Mau Ibukota Pindah IKN,politics
1543,Pemain Bulutangkis Meninggal Karena Vaksin Covid,others
1544,Baim Wong Kirimkan Uang 50 Juta Dengan Permainan Tangkap Gambar,scam
1545,: Hujan Muson di Arizona membuat ulat kaki seribu bermutasi,others
1546,: 1000 orang meninggal pada Haji tahun 2024,others
1547,Coca-cola Dilarang Diminum Oleh Manusia,others
1548,: Lingkaran merah tabung gas LPG berubah hitam saat mau meledak,others
1549,“Undian Tabungan bank bjb”,scam
1522,Video “Taswin Zakaria membagikan metode praktis menghasilkan kekayaan triliyunan di pasar saham”,scam
1523,AKUN WHATSAPP WAKIL GUBERNUR SULAWESI TENGAH “0823-3712-2040” TAWARKAN BANTUAN,scam
1524,PENDIRI WHATSAPP NYATAKAN SIAP HENTIKAN PRODUKNYA BEROPERASI DI INDONESIA APABILA TERJADI BOIKOT,others
1525,AKUN INSTAGRAM WAKAPOLDA SUMBAR “gupuh_setiyono91”,scam
1526,ARTIKEL DETIK.COM BERJUDUL “Deretan Kasus Biarawati Jadi Budak Seks Pastor Sejak 1990-an”,others
1527,Video “Penampakan Kapal AS Bolong Dibom Houthi”,others
1528,Koh Dennis Lim Beriklan Judi Slot,scam
1529,Rans Entertainment Berbagi 50 Motor untuk Followers,scam
1530,Akun Tiktok @baimwong.0ficiall Berisi Banyak Konten Giveaway,scam
1531,Jusuf Hamka Berikan Uang untuk Membangun Rumah,scam
1532,Foto Sekitar Stasiun Bandung Diselimuti Salju,others
1533,Video Pesawat Milik Taylor Swift Disemprot Cat oleh Aktivis Lingkungan,others
1534,Poster Lowongan Pekerjaan Pertamina Juli 2024,scam
1535,"WHO Pandemic Treaty Berkaitan dengan Smart City, Digitalisasi, hingga Neuralink dan Starlink Buatan Elon Musk untuk Mengontrol Manusia",others
1536,"Campuran Kopi, Kemiri, dan Pasta Gigi Bisa Memutihkan Gigi",others
1507,"Artikel Liputan6.com berjudul “Menteri Amerika klaim: Kominfo Indonesia sangat bodoh, Database Negaranya dihacker tidak tau, karena terlalu sibuk ngurus Palestina”",politics
1508,Video Tiktok Bernarasi Tempo Beritakan Agenda Persatuan Komunis Cina,politics
1509,Video Tiktok Hasil Persilangan Harimau dan Anjing Laut,others
